depth,dip,dip_direction
7.932451297261803,,
8.811269485976219,37.11936567863477,210.45591928809563
9.747861604127086,33.501141254223384,238.32037460872738
10.610357749952119,35.01226715266528,213.38184975731025
11.566161592553646,,
12.662183430388795,21.18709457976781,247.48398754156818
13.534969950882315,32.74703358938417,229.62004963525368
15.318903483120549,24.178650353456053,219.44476164276168
16.133482785711973,32.11147754759086,204.30369045856918
0.37576613433924566,32.85316957450257,234.4615720996432
17.02252795230096,,
18.063689107855737,26.7162265746884,72.68910790834286
18.996149355913964,24.999063596783078,72.00384256798606
19.872182437013727,33.9658302979456,55.23656032645931
20.740618209863158,26.83020202367269,121.95838743960698
21.70650406268369,20.876686027376177,114.24975966812246
22.63390065875588,26.57394355176955,137.2204977314501
1.189948475426827,,
2.944913734005386,,
3.835623436608101,,
5.156771427573761,35.09782674177477,226.53609088940237
6.156338355592751,,
7.076193670196676,,
